id,entry_type,target_audience,role,region,question,answer,ml_tag
1046,career_qa,all_job_seekers,Marketing Analyst,Global Remote,What is the best way for a new job seeker to break into a Marketing Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1047,ats_keywords,all_job_seekers,IT Support,Global Remote,What ATS keywords should a IT Support include for roles in Global Remote?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1048,resume_rewrite,all_job_seekers,Marketing Analyst,US/EU,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1049,resume_rewrite,all_job_seekers,Data Analyst,Global Remote,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1050,mock_interview,all_job_seekers,IT Support,US/EU,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
1051,career_qa,all_job_seekers,Software Engineer,Africa,What is the best way for a new job seeker to break into a Software Engineer role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1052,career_qa,all_job_seekers,Software Engineer,US/EU,What is the best way for a new job seeker to break into a Software Engineer role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1053,ats_keywords,all_job_seekers,UX Designer,US/EU,What ATS keywords should a UX Designer include for roles in US/EU?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1054,ats_keywords,all_job_seekers,UX Designer,Global Remote,What ATS keywords should a UX Designer include for roles in Global Remote?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1055,mock_interview,all_job_seekers,IT Support,Global Remote,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
1056,career_qa,all_job_seekers,Marketing Analyst,US/EU,What is the best way for a new job seeker to break into a Marketing Analyst role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1057,career_qa,all_job_seekers,UX Designer,US/EU,What is the best way for a new job seeker to break into a UX Designer role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1058,ats_keywords,all_job_seekers,Product Manager,Global Remote,What ATS keywords should a Product Manager include for roles in Global Remote?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1059,career_qa,all_job_seekers,Software Engineer,Global Remote,What is the best way for a new job seeker to break into a Software Engineer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1060,resume_rewrite,all_job_seekers,Data Analyst,Global Remote,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1061,resume_rewrite,all_job_seekers,Software Engineer,US/EU,Rewrite this resume bullet for a Software Engineer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1062,career_qa,all_job_seekers,Marketing Analyst,Africa,What is the best way for a new job seeker to break into a Marketing Analyst role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1063,ats_keywords,all_job_seekers,UX Designer,Global Remote,What ATS keywords should a UX Designer include for roles in Global Remote?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1064,career_qa,all_job_seekers,UX Designer,Global Remote,What is the best way for a new job seeker to break into a UX Designer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1065,career_qa,all_job_seekers,IT Support,US/EU,What is the best way for a new job seeker to break into a IT Support role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1066,ats_keywords,all_job_seekers,Marketing Analyst,US/EU,What ATS keywords should a Marketing Analyst include for roles in US/EU?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1067,resume_rewrite,all_job_seekers,UX Designer,US/EU,Rewrite this resume bullet for a UX Designer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1068,career_qa,all_job_seekers,Software Engineer,US/EU,What is the best way for a new job seeker to break into a Software Engineer role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1069,ats_keywords,all_job_seekers,Marketing Analyst,US/EU,What ATS keywords should a Marketing Analyst include for roles in US/EU?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1070,career_qa,all_job_seekers,UX Designer,Global Remote,What is the best way for a new job seeker to break into a UX Designer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
